index,id,title_len,type,description ,release_year,runtime,imdb_score,theme,actor,movies_shows_by_year 
2873,446104,10,Movie,"Belat, her mother Fec and adopted siblings Daks, Pepe and Junjun face the possibility of being evicted from their land as they struggle to save their carnival. Hoping to prevent the carnival from closing, they turn to Prince, a man from Belat`s past, for help. He promises to give them a hand if they first help him look for the lost princesses Rapunselya, Maulan and Ariella so they can save the magical land, Fantastica.",2018,114,3.6,Drama,Vice Ganda,480
2874,459024,14,Movie,The diaspora of millions of Italian emigrants marked a strong nutritional influence of this nation on the American continent. The documentary collects the similarities and differences between the dishes adapted to the American taste and his native Italy.,2017,66,6.3,Documentary,Mercedes Cordova,370
2875,373864,29,Movie,"Argentine comedian AgustÃ­n ""Radagast"" AristarÃ¡n adds doses of magic, music and acting to his high-energy stand-up routine.",2018,60,6.1,Fantasy,Agust√≠n Aristar√°n,480
2877,286520,19,Movie,America's king of clean comedy delivers wickedly funny jokes in his fifth hour-long special.,2017,73,7.1,Comedy,Jim Gaffigan,370
2878,447261,41,Movie,"As Bright Fields preps for its Mistletoe Ball, a broken ornament leads Zoe to a family secret, while Gaby finds herself at the mercy of new boss Mia.",2018,58,6.7,Mystery,Jaylen Barron,480
2879,307698,12,Movie,"Cali a blogger who owns the upcoming blog ""The Bakit List,"" and her ex Gio who will return to her life unexpectedly and surprisingly.",2017,120,6.2,Drama,Liza Soberano,370
2880,244277,9,Movie,"â€˜Powerâ€™ Paandi, once a legendary stunt master who ruled the world of film stunts in his prime years is now content in living a peaceful life with his son and grandchildren. But he soon realizes that his acts that he thinks is normal and righteous, constantly irks his son who seems to taking their relationship for granted. One such overblown tiff with his son drives him to go do some soul searching, the outcome of which has many unexpected experiences.",2017,125,7.4,Action,Rajkiran,370
2881,376844,12,Movie,"How far does a soccer fan goes for his beloved national team? Mariano CÃ¡rdenas will risk his job, wife and family to support his soccer team during the World Cup qualifiers.",2018,89,3.7,Family,Adri√°n Uribe,480
2882,814861,8,Movie,"A 15 year old boy, struggling with his adolescent years, is terrorized by a gang of bullies in a posh boarding school. This sets forth a chain of events that leads to a loss of life and innocence.",2018,108,5.6,Drama,Ali Haji,480
2883,346390,27,Movie,"Country music star Brad Paisley hosts a night of music and laughs with comics Nate Bargatze, John Heffron, Jon Reep, Sarah Tiana and Mike E. Winfield.",2017,63,5.7,Music,Brad Paisley,370
2884,313118,21,Movie,"When a group of people meets at the same party, they form four different relationships, each experiencing similar phases of love.",2017,95,5.6,Romance,Aylin Kontente,370
2885,423315,10,Movie,"Documentary that studies the history, development, fauna and flora of the Peruvian coast.",2017,74,6.5,Documentary,Milene V√°squez,370
2886,417488,10,Movie,"A comedy about  a gang leader ( Chico ) who gets into a fight and  is seriously injured, after which he is transferred to the hospital in a critical condition where he needs a heart transplant. At the same time, the mother of another young man ( Hesham Maged )  dies and doctors resort to transferring her heart to the  gang leader to save his life, but he starts acting in a motherly way towards the young man.",2018,104,6.1,Action,Hesham Maged,480
2888,444576,20,Movie,"The Pup Star family just got bigger! And the new pups: Cindy, Rosie, Charlie, and Brody will have to learn the true meaning of Christmas. When Pup Starâ€™s mean team, scheme to ruin Christmas, the pups end up in the North Pole to save Santa and the holiday spirit. Their adventure is filled with great pup-tastic songs to spread holiday cheer all year round.",2018,90,3.6,Adventure,Jed Rees,480
2889,434776,21,Movie,"Arab-American comedian Mo Amer recounts his life as a refugee comic, from traveling with the name Mohammed to his long path to citizenship.",2018,56,7.3,Drama,Mo Amer,480
2890,445258,15,Movie,"Marriage Palace is a comedy movie which takes us back to the 1990s in Punjab when a village boy, along with a friend, moves to the big city in pursuit of his one true love.",2018,102,6.2,Comedy,Sharry Maan,480
2893,411508,8,Movie,"Set primarily in the UK's second largest city Birmingham, Mera Mahi NRI (My Beloved Non-Resident Indian) is a realistic multi- cultural comedy drama that follows the life of a student 'freshie' (a term used to describe somebody who is from the sub-continent who has recently arrived in the UK and who has very little experience of the British way of life).",2017,132,5.9,Drama,Harrdy Sandhu,370
2894,319477,11,Movie,"25 years ago, four LAPD officers were acquitted in a state court for beating King, sparking three days of rioting that left 53 people dead. Now, around the anniversary, this Spike Lee-produced one-man show (Roger Guenver Smith) will be streaming on Netflix. A complex, semi-tragic figure, King drowned in 2012. His life was rarely smooth, or simple â€“ its telling makes for a sober, moving watch.",2017,52,5.8,Drama,Roger Guenveur Smith,370
2895,433215,12,Movie,"After a chance encounter, Pia  and Nix instantly hit it off. Natural conversations eventually develop into deep attraction. Despite their wounds from previous relationships, both decide to take a chance on each other.  But when their love blossoms into a relationship, their differences will test their love and will make them question: Are they ready for love when they're still carrying baggage from their past?",2018,104,6.4,Romance,Angelica Panganiban,480
2896,456983,5,Movie,Mauli is a tough cop whose in control when in uniform.But a big terror to criminals without uniform he gets transferred to Kapur village which has no respect for cops and it's temple is closed since last 15 years due to terror of Nana Londhe.Mauli beats his men black and blue where he finds admire in Renuka.Its soon reveled that Mauli is a simple man but the actual terror cop is his twin brother with the same name.Mauli's brother dies while trying to save Mauli from Nana leaving Mauli helpless in the village and face humiliation in front of Nana's terror.,2018,134,5.6,Horror,Ritesh Deshmukh,480
2897,320756,27,Movie,"In his first special since his serious car accident, Tracy Morgan cracks jokes about life in a coma, his second marriage and his family's dark side.",2017,60,6.1,Drama,Tracy Morgan,370
2898,466084,34,Movie,French humorist Yacine Belhousse tours the world to explore how stand-up comedians make audiences laugh across cultures.,2018,93,6.8,Comedy,Yacine Belhousse,480
2899,430459,23,Movie,"When a gun-toting rebel tries to rescue her kidnapped sister, she finds herself up against a widely feared desperado and a cursed guardian of treasure.",2018,87,3.4,Horror,Ana Layevska,480
2900,413266,20,Movie,"PUP STAR is back, with an all-new movie that takes the popular singing dogs on trip around the world, where Tiny and friends find fantastic new songs and meet exciting new canine singers that prove music really is the universal language.",2018,87,3.8,Music,Diedrich Bader,480
2901,404569,13,Movie,"In the midst of her wedding, a young girl tries to save a 28 year old love marriage, of her future in-laws, which is falling apart.",2017,126,6.8,Romance,Harsh Chhaya,370
2902,325610,25,Movie,"Unbridled comic Chris D'Elia reconsiders his approach to major life events like marriage, not having kids and buying pants for your friends.",2017,65,6.5,Drama,Chris D'Elia,370
2903,1063790,21,Movie,A career-focused woman convinces a colleague to pose as her boyfriend for a family visit -- and must face a meddling mom and some unexpected feelings.,2017,94,4.0,Family,Syndy Emade,370
2905,354136,43,Movie,"From a Mexico City theme park, energetic stand-up Alex FernÃ¡ndez riffs on music, cheap toys, insecurity and other fun things about growing up.",2017,52,6.6,Music,Alex Fern√°ndez,370
2906,54112,17,Show,"Ru Wei and You Yan have a simple relationship. But in every simple relationship, there are many difficulties. They are not rich, but they try very hard to enjoy life. They are very serious about their relationship and try their best to achieve something in life - hoping one day they can become who they want to become. One day, Ru Wei has a 'lucky chance' in life. Her company wants to send her to Shanghai, with a promotion and higher pay. These two who are deeply in love cannot bear to have a long-distance relationship. With all the uncertainties in their future, can they still stand by each other?",2017,80,7.8,Romance,Rainie Yang,370
2907,411649,9,Movie,A get-rich-quick scheme goes awry when a group of friends stumbles onto a dangerous conspiracy and wind up getting mistaken for the bad guys.,2017,134,5.7,Mystery,Harish Verma,370
2908,350945,7,Movie,A student diver risks her scholastic future and relationship with her father when she dates a moody transfer student consumed by their romance.,2017,102,7.4,Romance,Putri Marino,370
2909,244310,21,Movie,"Living on the borders of Kerala and Tamil Nadu, Rangasamy, a laborer just like his fellow sons of soils toils, hard-working at the spice plantations owned by landlords. He lives a happy life and wishes to own a piece of land and earn a living through farming. After years of struggle, his dream finally comes true when Chaako, a local politician helps him buy the land, however, he soon faces tougher challenges as he has to deal with corrupt and wealthy politicians.",2018,122,8.6,Drama,Antony,480
